         3899838 function calls (3855501 primitive calls) in 31.884 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1717(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1703(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1696(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1784(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1825(Annotated)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2157(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2235(_Immutable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2245(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2263(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2286(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2392(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2472(_ConcatenateForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2612(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1(<module>)
       13    0.000    0.000    0.001    0.000 cloudpickle_fast.py:59(dumps)
       13    0.000    0.000    0.000    0.000 cloudpickle_fast.py:158(<dictcomp>)
       13    0.000    0.000    0.000    0.000 cloudpickle_fast.py:139(_function_getstate)
       13    0.000    0.000    0.000    0.000 cloudpickle_fast.py:245(_code_reduce)
       26    0.000    0.000    0.000    0.000 cloudpickle_fast.py:280(_cell_reduce)
       26    0.000    0.000    0.000    0.000 cloudpickle_fast.py:407(_class_reduce)
       13    0.000    0.000    0.000    0.000 cloudpickle_fast.py:543(_dynamic_function_reduce)
       65    0.000    0.000    0.000    0.000 cloudpickle_fast.py:550(_function_reduce)
       26    0.000    0.000    0.000    0.000 cloudpickle_fast.py:595(<genexpr>)
       13    0.000    0.000    0.000    0.000 cloudpickle_fast.py:567(_function_getnewargs)
       13    0.000    0.000    0.001    0.000 cloudpickle_fast.py:600(dump)
       13    0.000    0.000    0.000    0.000 cloudpickle_fast.py:634(__init__)
      156    0.000    0.000    0.001    0.000 cloudpickle_fast.py:646(reducer_override)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:513(CloudPickler)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:419(Default)
        1    0.000    0.000    0.000    0.000 optimization.py:927(SubgraphCallable)
        1    0.000    0.000    0.000    0.000 __init__.py:26(_AttrDict)
        1    0.000    0.000    0.000    0.000 __init__.py:37(__traceback_maker)
        1    0.000    0.000    0.000    0.000 __init__.py:41(TracebackParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:45(Code)
        1    0.000    0.000    0.000    0.000 __init__.py:73(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:109(Traceback)
        1    0.000    0.000    0.000    0.000 cpython.py:26(_PyObject)
        1    0.000    0.000    0.000    0.000 cpython.py:46(_Traceback)
        1    0.000    0.000    0.000    0.000 cpython.py:10(_init_ugly_crap)
        1    0.000    0.000    0.000    0.000 cpython.py:1(<module>)
      279    0.000    0.000    0.000    0.000 pickling_support.py:48(_get_subclasses)
        1    0.000    0.000    0.000    0.000 pickling_support.py:57(install)
        1    0.000    0.000    0.000    0.000 pickling_support.py:1(<module>)
       37    0.000    0.000    0.000    0.000 delayed.py:46(unpack_collections)
       37    0.000    0.000    0.002    0.000 delayed.py:210(tokenize)
       37    0.000    0.000    0.003    0.000 delayed.py:232(delayed)
       13    0.000    0.000    0.000    0.000 delayed.py:465(right)
       37    0.000    0.000    0.000    0.000 delayed.py:488(__init__)
      222    0.000    0.000    0.000    0.000 delayed.py:554(__setattr__)
       37    0.000    0.000    0.003    0.000 delayed.py:597(_get_binary_operator)
        1    0.000    0.000    0.000    0.000 delayed.py:480(Delayed)
       37    0.000    0.000    0.000    0.000 delayed.py:637(__init__)
        1    0.000    0.000    0.000    0.000 delayed.py:634(DelayedLeaf)
        1    0.000    0.000    0.000    0.000 delayed.py:655(DelayedAttr)
        1    0.000    0.000    0.028    0.028 delayed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 highlevelgraph.py:45(Layer)
        1    0.000    0.000    0.000    0.000 highlevelgraph.py:514(MaterializedLayer)
        1    0.000    0.000    0.000    0.000 highlevelgraph.py:546(HighLevelGraph)
        1    0.000    0.000    0.024    0.024 highlevelgraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:172(make_simple_escaping_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:31(Markup)
        1    0.000    0.000    0.000    0.000 __init__.py:227(_MagicFormatMapping)
        1    0.000    0.000    0.000    0.000 __init__.py:260(EscapeFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:293(_MarkupEscapeHelper)
        1    0.000    0.000    0.000    0.000 _compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _native.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bccache.py:37(Bucket)
        1    0.000    0.000    0.000    0.000 bccache.py:94(BytecodeCache)
        1    0.000    0.000    0.000    0.000 bccache.py:172(FileSystemBytecodeCache)
        1    0.000    0.000    0.000    0.000 bccache.py:275(MemcachedBytecodeCache)
        1    0.000    0.000    0.001    0.001 bccache.py:2(<module>)
       10    0.000    0.000    0.000    0.000 _compat.py:8(<lambda>)
        1    0.000    0.000    0.000    0.000 _compat.py:19(<lambda>)
        2    0.000    0.000    0.000    0.000 _compat.py:98(__new__)
        2    0.000    0.000    0.000    0.000 _compat.py:97(metaclass)
        2    0.000    0.000    0.000    0.000 _compat.py:92(with_metaclass)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:48(evalcontextfunction)
       17    0.000    0.000    0.000    0.000 utils.py:71(internalcode)
        2    0.000    0.000    0.000    0.000 utils.py:348(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:354(_postinit)
        1    0.000    0.000    0.000    0.000 utils.py:341(LRUCache)
        1    0.000    0.000    0.000    0.000 utils.py:628(Cycler)
        1    0.000    0.000    0.000    0.000 utils.py:682(Joiner)
        1    0.000    0.000    0.000    0.000 utils.py:696(Namespace)
        1    0.000    0.000    0.000    0.000 utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:141(Environment)
        1    0.000    0.000    0.000    0.000 environment.py:950(Template)
        1    0.000    0.000    0.000    0.000 environment.py:1222(TemplateModule)
        1    0.000    0.000    0.000    0.000 environment.py:1257(TemplateExpression)
        1    0.000    0.000    0.000    0.000 environment.py:1276(TemplateStream)
        1    0.000    0.000    0.018    0.018 environment.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:40(Impossible)
       68    0.000    0.000    0.001    0.000 nodes.py:49(__new__)
        1    0.000    0.000    0.000    0.000 nodes.py:44(NodeType)
        1    0.000    0.000    0.000    0.000 nodes.py:61(EvalContext)
        1    0.000    0.000    0.000    0.000 nodes.py:94(Node)
        1    0.000    0.000    0.000    0.000 nodes.py:266(Stmt)
        1    0.000    0.000    0.000    0.000 nodes.py:272(Helper)
        1    0.000    0.000    0.000    0.000 nodes.py:278(Template)
        1    0.000    0.000    0.000    0.000 nodes.py:286(Output)
        1    0.000    0.000    0.000    0.000 nodes.py:294(Extends)
        1    0.000    0.000    0.000    0.000 nodes.py:300(For)
        1    0.000    0.000    0.000    0.000 nodes.py:312(If)
        1    0.000    0.000    0.000    0.000 nodes.py:318(Macro)
        1    0.000    0.000    0.000    0.000 nodes.py:327(CallBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:335(FilterBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:341(With)
        1    0.000    0.000    0.000    0.000 nodes.py:351(Block)
        1    0.000    0.000    0.000    0.000 nodes.py:357(Include)
        1    0.000    0.000    0.000    0.000 nodes.py:363(Import)
        1    0.000    0.000    0.000    0.000 nodes.py:369(FromImport)
        1    0.000    0.000    0.000    0.000 nodes.py:384(ExprStmt)
        1    0.000    0.000    0.000    0.000 nodes.py:390(Assign)
        1    0.000    0.000    0.000    0.000 nodes.py:396(AssignBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:402(Expr)
        1    0.000    0.000    0.000    0.000 nodes.py:425(BinExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:447(UnaryExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:469(Name)
        1    0.000    0.000    0.000    0.000 nodes.py:484(NSRef)
        1    0.000    0.000    0.000    0.000 nodes.py:497(Literal)
        1    0.000    0.000    0.000    0.000 nodes.py:503(Const)
        1    0.000    0.000    0.000    0.000 nodes.py:538(TemplateData)
        1    0.000    0.000    0.000    0.000 nodes.py:552(Tuple)
        1    0.000    0.000    0.000    0.000 nodes.py:571(List)
        1    0.000    0.000    0.000    0.000 nodes.py:581(Dict)
        1    0.000    0.000    0.000    0.000 nodes.py:593(Pair)
        1    0.000    0.000    0.000    0.000 nodes.py:603(Keyword)
        1    0.000    0.000    0.000    0.000 nodes.py:613(CondExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:651(Filter)
        1    0.000    0.000    0.000    0.000 nodes.py:698(Test)
        1    0.000    0.000    0.000    0.000 nodes.py:721(Call)
        1    0.000    0.000    0.000    0.000 nodes.py:732(Getitem)
        1    0.000    0.000    0.000    0.000 nodes.py:752(Getattr)
        1    0.000    0.000    0.000    0.000 nodes.py:772(Slice)
        1    0.000    0.000    0.000    0.000 nodes.py:790(Concat)
        1    0.000    0.000    0.000    0.000 nodes.py:802(Compare)
        1    0.000    0.000    0.000    0.000 nodes.py:828(Operand)
       17    0.000    0.000    0.000    0.000 nodes.py:836(<genexpr>)
        1    0.000    0.000    0.000    0.000 nodes.py:843(Mul)
        1    0.000    0.000    0.000    0.000 nodes.py:849(Div)
        1    0.000    0.000    0.000    0.000 nodes.py:855(FloorDiv)
        1    0.000    0.000    0.000    0.000 nodes.py:863(Add)
        1    0.000    0.000    0.000    0.000 nodes.py:869(Sub)
        1    0.000    0.000    0.000    0.000 nodes.py:875(Mod)
        1    0.000    0.000    0.000    0.000 nodes.py:881(Pow)
        1    0.000    0.000    0.000    0.000 nodes.py:887(And)
        1    0.000    0.000    0.000    0.000 nodes.py:897(Or)
        1    0.000    0.000    0.000    0.000 nodes.py:907(Not)
        1    0.000    0.000    0.000    0.000 nodes.py:913(Neg)
        1    0.000    0.000    0.000    0.000 nodes.py:919(Pos)
        1    0.000    0.000    0.000    0.000 nodes.py:928(EnvironmentAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:936(ExtensionAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:947(ImportedName)
        1    0.000    0.000    0.000    0.000 nodes.py:957(InternalName)
        1    0.000    0.000    0.000    0.000 nodes.py:974(MarkSafe)
        1    0.000    0.000    0.000    0.000 nodes.py:984(MarkSafeIfAutoescape)
        1    0.000    0.000    0.000    0.000 nodes.py:1003(ContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:1021(DerivedContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:1030(Continue)
        1    0.000    0.000    0.000    0.000 nodes.py:1034(Break)
        1    0.000    0.000    0.000    0.000 nodes.py:1038(Scope)
        1    0.000    0.000    0.000    0.000 nodes.py:1044(OverlayScope)
        1    0.000    0.000    0.000    0.000 nodes.py:1061(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 nodes.py:1073(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:668(PngImageFile)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1036(_idat)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1047(_fdat)
        1    0.000    0.000    0.003    0.003 PngImagePlugin.py:34(<module>)
        1    0.000    0.000    0.000    0.000 ImageChops.py:18(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:89(ImageFile)
        1    0.000    0.000    0.000    0.000 ImageFile.py:313(StubImageFile)
        1    0.000    0.000    0.000    0.000 ImageFile.py:339(Parser)
        1    0.000    0.000    0.000    0.000 ImageFile.py:576(PyCodecState)
        1    0.000    0.000    0.000    0.000 ImageFile.py:587(PyDecoder)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        1    0.000    0.000    0.001    0.001 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:25(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:82(LinearScale)
        1    0.000    0.000    0.000    0.000 scale.py:116(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:152(FuncScale)
        1    0.000    0.000    0.000    0.000 scale.py:194(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:236(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:253(LogScale)
        1    0.000    0.000    0.000    0.000 scale.py:324(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:362(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:394(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:421(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 scale.py:497(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:523(LogisticTransform)
        1    0.000    0.000    0.000    0.000 scale.py:542(LogitScale)
        2    0.000    0.000    0.000    0.000 scale.py:616(get_scale_names)
        1    0.000    0.000    0.000    0.000 scale.py:652(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 scale.py:668(<listcomp>)
        1    0.000    0.000    0.005    0.005 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:196(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:224(TickHelper)
        1    0.000    0.000    0.000    0.000 pyplot.py:411(_IoffContext)
        1    0.000    0.000    0.000    0.000 pyplot.py:437(_IonContext)
        1    0.000    0.000    0.000    0.000 pyplot.py:634(_xkcd)
        3    0.000    0.000    0.000    0.000 pyplot.py:901(close)
      137    0.000    0.000    0.000    0.000 pyplot.py:2039(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyplot.py:2027(get_plot_commands)
        2    0.000    0.000    0.000    0.000 pyplot.py:2046(colormaps)
        1    0.000    0.000    0.000    0.000 pyplot.py:2326(<listcomp>)
        1    0.000    0.000    0.001    0.001 pyplot.py:2293(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.142    0.142 pyplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:225(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:258(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:285(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:317(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 colorbar.py:338(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:1158(Colorbar)
        1    0.000    0.000    0.000    0.000 colorbar.py:1554(ColorbarPatch)
        1    0.000    0.000    0.063    0.063 colorbar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:25(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:968(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:1015(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1185(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1273(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1316(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1381(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1386(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1391(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1549(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1746(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1766(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1847(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1902(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1965(QuadMesh)
        1    0.000    0.000    0.029    0.029 collections.py:1(<module>)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:67(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:90(Artist)
       12    0.000    0.000    0.013    0.001 artist.py:1308(__init__)
       12    0.000    0.000    0.001    0.000 artist.py:1339(<listcomp>)
       12    0.001    0.000    0.013    0.001 artist.py:1328(get_aliases)
      429    0.001    0.000    0.017    0.000 artist.py:1356(get_valid_values)
       12    0.001    0.000    0.016    0.001 artist.py:1403(get_setters)
     1755    0.001    0.000    0.017    0.000 artist.py:1422(is_alias)
      484    0.000    0.000    0.000    0.000 artist.py:1437(<genexpr>)
      429    0.000    0.000    0.001    0.000 artist.py:1429(aliased_name)
       11    0.000    0.000    0.033    0.003 artist.py:1452(pprint_setters)
        1    0.000    0.000    0.000    0.000 artist.py:1302(ArtistInspector)
       11    0.000    0.000    0.045    0.004 artist.py:1692(kwdoc)
        1    0.000    0.000    0.004    0.004 artist.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cm.py:32(_gen_cmap_registry)
        1    0.000    0.000    0.000    0.000 cm.py:57(__init__)
        1    0.000    0.000    0.000    0.000 cm.py:54(_DeprecatedCmapDictWrapper)
        1    0.000    0.000    0.000    0.000 cm.py:238(ScalarMappable)
        1    0.000    0.000    0.008    0.008 cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
       20    0.000    0.000    0.000    0.000 compiler.py:66(optimizeconst)
        1    0.000    0.000    0.000    0.000 compiler.py:126(MacroRef)
        1    0.000    0.000    0.000    0.000 compiler.py:134(Frame)
        1    0.000    0.000    0.000    0.000 compiler.py:195(VisitorExit)
        1    0.000    0.000    0.000    0.000 compiler.py:199(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:218(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:240(CompilerExit)
        9    0.000    0.000    0.000    0.000 compiler.py:1565(binop)
        3    0.000    0.000    0.000    0.000 compiler.py:1585(uaop)
        1    0.000    0.000    0.000    0.000 compiler.py:247(CodeGenerator)
        1    0.000    0.000    0.001    0.001 compiler.py:2(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(TemplateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(TemplateNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:73(TemplatesNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(TemplateRuntimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:164(UndefinedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(SecurityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:174(FilterArgumentError)
        1    0.000    0.000    0.000    0.000 idtracking.py:24(Symbols)
        1    0.000    0.000    0.000    0.000 idtracking.py:151(RootVisitor)
        1    0.000    0.000    0.000    0.000 idtracking.py:207(FrameSymbolVisitor)
        1    0.000    0.000    0.000    0.000 idtracking.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:8(NodeVisitor)
        1    0.000    0.000    0.000    0.000 visitor.py:41(NodeTransformer)
        1    0.000    0.000    0.000    0.000 visitor.py:2(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:22(Optimizer)
        1    0.000    0.000    0.000    0.000 optimizer.py:2(<module>)
        1    0.000    0.000    0.010    0.010 defaults.py:2(<module>)
        6    0.000    0.000    0.000    0.000 filters.py:31(contextfilter)
        5    0.000    0.000    0.000    0.000 filters.py:39(evalcontextfilter)
       11    0.000    0.000    0.000    0.000 filters.py:50(environmentfilter)
        1    0.000    0.000    0.001    0.001 filters.py:2(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:105(TemplateReference)
        1    0.000    0.000    0.000    0.000 runtime.py:124(__new__)
        1    0.000    0.000    0.000    0.000 runtime.py:123(ContextMeta)
        3    0.000    0.000    0.000    0.000 runtime.py:310(_all)
        1    0.000    0.000    0.000    0.000 runtime.py:158(Context)
        1    0.000    0.000    0.000    0.000 runtime.py:352(BlockReference)
        1    0.000    0.000    0.000    0.000 runtime.py:378(LoopContext)
        1    0.000    0.000    0.000    0.000 runtime.py:570(Macro)
        1    0.000    0.000    0.000    0.000 runtime.py:691(Undefined)
        1    0.000    0.000    0.000    0.000 runtime.py:918(ChainableUndefined)
        1    0.000    0.000    0.000    0.000 runtime.py:945(DebugUndefined)
        1    0.000    0.000    0.000    0.000 runtime.py:973(StrictUndefined)
        1    0.000    0.000    0.000    0.000 runtime.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:32(<module>)
        1    0.000    0.000    0.001    0.001 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:26(COO)
        1    0.000    0.000    0.000    0.000 __init__.py:85(_ensure_llvm)
        1    0.000    0.000    0.000    0.000 __init__.py:119(_ensure_critical_deps)
        1    0.000    0.000    0.012    0.012 __init__.py:142(_try_enable_svml)
        2    0.000    0.000    0.000    0.000 _version.py:9(get_versions)
        3    0.000    0.000    0.000    0.000 init_utils.py:30(try_int)
        1    0.000    0.000    0.000    0.000 init_utils.py:10(generate_version_info)
        1    0.000    0.000    0.000    0.000 init_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:45(_os_supports_avx)
        1    0.000    0.000    0.000    0.000 config.py:73(__init__)
        1    0.000    0.000    0.000    0.000 config.py:76(reset)
        1    0.000    0.000    0.000    0.000 config.py:80(update)
       63    0.000    0.000    0.000    0.000 config.py:112(_readenv)
        1    0.000    0.000    0.000    0.000 config.py:278(avx_default)
        1    0.000    0.000    0.000    0.000 config.py:111(process_environ)
        1    0.000    0.000    0.000    0.000 config.py:71(_EnvReloader)
      315    0.000    0.000    0.002    0.000 dylib.py:15(add_symbol)
        1    0.000    0.000    0.000    0.000 dylib.py:23(load_library_permanently)
        1    0.000    0.000    0.303    0.303 dylib.py:1(<module>)
       24    0.000    0.000    0.000    0.000 ffi.py:9(_make_opaque_ref)
        1    0.000    0.000    0.000    0.000 ffi.py:49(__init__)
        1    0.000    0.000    0.000    0.000 ffi.py:55(register)
      564    0.000    0.000    0.002    0.000 ffi.py:67(__enter__)
      564    0.000    0.000    0.001    0.000 ffi.py:73(__exit__)
        1    0.000    0.000    0.000    0.000 ffi.py:40(_LLVMLock)
        1    0.000    0.000    0.000    0.000 ffi.py:88(__init__)
      811    0.000    0.000    0.001    0.000 ffi.py:93(__getattr__)
        1    0.000    0.000    0.000    0.000 ffi.py:80(_lib_wrapper)
      170    0.000    0.000    0.000    0.000 ffi.py:129(__init__)
      159    0.000    0.000    0.000    0.000 ffi.py:137(argtypes)
       92    0.000    0.000    0.000    0.000 ffi.py:145(restype)
      564    0.084    0.000    0.087    0.000 ffi.py:149(__call__)
        1    0.000    0.000    0.000    0.000 ffi.py:120(_lib_fn_wrapper)
        1    0.000    0.000    0.000    0.000 ffi.py:197(register_lock_callback)
        1    0.000    0.000    0.000    0.000 ffi.py:211(_DeadPointer)
       21    0.000    0.000    0.000    0.000 ffi.py:235(__init__)
       42    0.000    0.000    0.000    0.000 ffi.py:240(close)
       21    0.000    0.000    0.000    0.000 ffi.py:247(__enter__)
       21    0.000    0.000    0.000    0.000 ffi.py:250(__exit__)
       21    0.000    0.000    0.000    0.000 ffi.py:253(__del__)
       11    0.000    0.000    0.000    0.000 ffi.py:260(__str__)
        4    0.000    0.000    0.000    0.000 ffi.py:267(__bool__)
        1    0.000    0.000    0.000    0.000 ffi.py:217(OutputString)
       69    0.000    0.000    0.000    0.000 ffi.py:302(__init__)
       63    0.000    0.000    0.000    0.000 ffi.py:309(close)
       64    0.000    0.000    0.000    0.000 ffi.py:319(detach)
       43    0.000    0.000    0.000    0.000 ffi.py:328(_dispose)
        4    0.000    0.000    0.000    0.000 ffi.py:343(__enter__)
        4    0.000    0.000    0.000    0.000 ffi.py:349(__exit__)
       59    0.000    0.000    0.000    0.000 ffi.py:352(__del__)
        3    0.000    0.000    0.000    0.000 ffi.py:369(__hash__)
        1    0.000    0.000    0.000    0.000 ffi.py:293(ObjectRef)
        1    0.000    0.000    0.302    0.302 ffi.py:1(<module>)
      328    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
       44    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
       80    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        1    0.000    0.000    0.000    0.000 __init__.py:105(PEP440Warning)
        4    0.000    0.000    0.000    0.000 __init__.py:122(_declare_state)
        1    0.000    0.000    0.000    0.000 specifiers.py:104(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:263(LegacySpecifier)
        7    0.000    0.000    0.000    0.000 specifiers.py:319(_require_version_compare)
        1    0.000    0.000    0.005    0.005 specifiers.py:333(Specifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
        1    0.000    0.000    0.006    0.006 specifiers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:33(metaclass)
        1    0.000    0.000    0.000    0.000 _compat.py:25(with_metaclass)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 requirements.py:22(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 requirements.py:59(<lambda>)
