         3899838 function calls (3855501 primitive calls) in 31.884 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
      2/1    0.000    0.000    0.000    0.000 pyparsing.py:3939(parseImpl)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
      6/5    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
      6/2    0.000    0.000    0.000    0.000 pyparsing.py:4183(streamline)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
       12    0.000    0.000    0.002    0.000 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4268(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.005    0.005 pyparsing.py:5399(pyparsing_common)
        1    0.000    0.000    0.012    0.012 pyparsing.py:26(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:53(Node)
        1    0.000    0.000    0.000    0.000 markers.py:71(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:77(Value)
        1    0.000    0.000    0.000    0.000 markers.py:83(Op)
        1    0.000    0.000    0.000    0.000 markers.py:212(Undefined)
        1    0.000    0.000    0.000    0.000 markers.py:295(Marker)
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:105(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:126(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:143(is_python_build)
        8    0.000    0.000    0.000    0.000 sysconfig.py:156(_subst_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:165(_extend_dict)
        1    0.000    0.000    0.000    0.000 sysconfig.py:173(_expand_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:186(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:200(joinuser)
        1    0.000    0.000    0.000    0.000 sysconfig.py:195(_getuserbase)
        1    0.000    0.000    0.000    0.000 sysconfig.py:343(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:356(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 sysconfig.py:436(_init_posix)
        1    0.000    0.000    0.000    0.000 sysconfig.py:517(get_paths)
        1    0.000    0.000    0.000    0.000 sysconfig.py:529(get_path)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:537(get_config_vars)
        1    0.000    0.000    0.002    0.002 sysconfig.py:626(get_platform)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 value.py:353(_AttributeSetIterator)
        1    0.000    0.000    0.000    0.000 value.py:362(_BlocksIterator)
        1    0.000    0.000    0.000    0.000 value.py:373(_ArgumentsIterator)
        1    0.000    0.000    0.000    0.000 value.py:384(_InstructionsIterator)
        1    0.000    0.000    0.000    0.000 value.py:395(_OperandsIterator)
        1    0.000    0.000    0.001    0.001 value.py:1(<module>)
       27    0.000    0.000    0.000    0.000 value.py:206(is_declaration)
        1    0.000    0.000    0.000    0.000 value.py:77(ValueRef)
        1    0.000    0.000    0.000    0.000 value.py:303(_ValueIterator)
        1    0.000    0.000    0.000    0.000 value.py:329(_AttributeIterator)
        1    0.000    0.000    0.000    0.000 value.py:344(_AttributeListIterator)
        1    0.000    0.000    0.000    0.000 passmanagers.py:147(add_instruction_combining_pass)
        1    0.000    0.000    0.000    0.000 passmanagers.py:172(add_loop_rotate_pass)
        3    0.000    0.000    0.000    0.000 passmanagers.py:178(add_refprune_pass)
        1    0.000    0.000    0.000    0.000 passmanagers.py:100(PassManager)
        2    0.000    0.000    0.000    0.000 passmanagers.py:198(__init__)
        2    0.000    0.000    0.012    0.006 passmanagers.py:203(run)
        1    0.000    0.000    0.000    0.000 passmanagers.py:196(ModulePassManager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:212(__init__)
        2    0.000    0.000    0.000    0.000 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 passmanagers.py:10(PruneStats)
        1    0.000    0.000    0.000    0.000 passmanagers.py:34(_c_PruneStats)
        2    0.000    0.000    0.000    0.000 passmanagers.py:84(create_module_pass_manager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:88(create_function_pass_manager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:92(RefPruneSubpasses)
        1    0.000    0.000    0.000    0.000 passmanagers.py:104(_dispose)
        4    0.000    0.000    0.000    0.000 context.py:8(get_global_context)
        4    0.000    0.000    0.000    0.000 context.py:13(__init__)
        1    0.000    0.000    0.000    0.000 context.py:12(ContextRef)
        2    0.000    0.000    0.000    0.000 context.py:21(_dispose)
        1    0.000    0.000    0.000    0.000 context.py:20(GlobalContextRef)
        8    0.000    0.000    0.000    0.000 passmanagers.py:218(initialize)
        8    0.000    0.000    0.000    0.000 passmanagers.py:225(finalize)
        8    0.000    0.000    0.008    0.001 passmanagers.py:232(run)
        1    0.000    0.000    0.000    0.000 passmanagers.py:210(FunctionPassManager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executionengine.py:225(__init__)
        1    0.000    0.000    0.000    0.000 executionengine.py:220(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 executionengine.py:290(_ObjectCacheData)
        1    0.000    0.000    0.001    0.001 executionengine.py:1(<module>)
        4    0.000    0.000    0.001    0.000 targets.py:9(get_process_triple)
       76    0.000    0.000    0.000    0.000 targets.py:42(<genexpr>)
        1    0.000    0.000    0.000    0.000 targets.py:27(flatten)
        1    0.000    0.000    0.000    0.000 targets.py:21(FeatureMap)
        1    0.000    0.000    0.001    0.001 targets.py:46(get_host_cpu_features)
        1    0.000    0.000    0.000    0.000 targets.py:71(get_default_triple)
        2    0.000    0.000    0.000    0.000 targets.py:80(get_host_cpu_name)
        1    0.000    0.000    0.000    0.000 targets.py:122(__str__)
        1    0.000    0.000    0.001    0.001 executionengine.py:12(create_mcjit_compiler)
        1    0.000    0.000    0.000    0.000 executionengine.py:27(check_jit_execution)
        1    0.000    0.000    0.000    0.000 executionengine.py:48(__init__)
        3    0.000    0.000    0.000    0.000 executionengine.py:57(get_function_address)
        1    0.000    0.000    0.000    0.000 executionengine.py:77(add_module)
        1    0.000    0.000    0.041    0.041 executionengine.py:87(finalize_object)
        1    0.000    0.000    0.000    0.000 executionengine.py:117(target_data)
        4    0.000    0.000    0.000    0.000 executionengine.py:138(_find_module_ptr)
        1    0.000    0.000    0.000    0.000 executionengine.py:158(set_object_cache)
        2    0.000    0.000    0.000    0.000 executionengine.py:171(_raw_object_cache_notify)
        2    0.000    0.000    0.000    0.000 executionengine.py:189(_raw_object_cache_getbuffer)
        1    0.000    0.000    0.000    0.000 executionengine.py:41(ExecutionEngine)
        1    0.000    0.000    0.000    0.000 object_file.py:6(SectionIteratorRef)
        1    0.000    0.000    0.000    0.000 object_file.py:32(ObjectFileRef)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 targets.py:116(TargetData)
        1    0.000    0.000    0.000    0.000 targets.py:180(from_default_triple)
        2    0.000    0.000    0.000    0.000 targets.py:188(from_triple)
        1    0.000    0.000    0.000    0.000 targets.py:202(name)
        1    0.000    0.000    0.002    0.002 targets.py:219(create_target_machine)
        1    0.000    0.000    0.000    0.000 targets.py:174(Target)
        3    0.000    0.000    0.000    0.000 targets.py:264(add_analysis_passes)
        1    0.000    0.000    0.000    0.000 targets.py:259(TargetMachine)
        1    0.000    0.000    0.000    0.000 targets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 initfini.py:6(initialize)
        1    0.000    0.000    0.003    0.003 initfini.py:32(initialize_native_target)
        1    0.000    0.000    0.000    0.000 initfini.py:40(initialize_native_asmprinter)
        1    0.000    0.000    0.000    0.000 initfini.py:64(_version_info)
        1    0.000    0.000    0.000    0.000 initfini.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linker.py:5(link_modules)
        1    0.000    0.000    0.000    0.000 linker.py:1(<module>)
        4    0.000    0.000    0.006    0.001 module.py:11(parse_assembly)
        4    0.000    0.000    0.000    0.000 module.py:52(__init__)
        1    0.000    0.000    0.001    0.001 module.py:56(__str__)
        1    0.000    0.000    0.000    0.000 module.py:76(_dispose)
        2    0.000    0.000    0.001    0.001 module.py:109(verify)
        3    0.000    0.000    0.000    0.000 module.py:124(name)
        1    0.000    0.000    0.000    0.000 module.py:138(data_layout)
        1    0.000    0.000    0.001    0.001 module.py:160(link_in)
        4    0.000    0.000    0.000    0.000 module.py:169(global_variables)
        4    0.000    0.000    0.000    0.000 module.py:182(functions)
        1    0.000    0.000    0.000    0.000 module.py:47(ModuleRef)
        8    0.000    0.000    0.000    0.000 module.py:208(__init__)
       49    0.000    0.000    0.000    0.000 module.py:213(__next__)
        8    0.000    0.000    0.000    0.000 module.py:222(__iter__)
        1    0.000    0.000    0.000    0.000 module.py:204(_Iterator)
        4    0.000    0.000    0.000    0.000 module.py:230(_dispose)
       13    0.000    0.000    0.000    0.000 module.py:233(_next)
        1    0.000    0.000    0.000    0.000 module.py:226(_GlobalsIterator)
        4    0.000    0.000    0.000    0.000 module.py:241(_dispose)
       36    0.000    0.000    0.000    0.000 module.py:244(_next)
        1    0.000    0.000    0.000    0.000 module.py:237(_FunctionsIterator)
        1    0.000    0.000    0.000    0.000 module.py:248(_TypesIterator)
        2    0.000    0.000    0.002    0.001 module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 value.py:8(Linkage)
        1    0.000    0.000    0.000    0.000 value.py:30(Visibility)
        1    0.000    0.000    0.000    0.000 value.py:38(StorageClass)
        1    0.000    0.000    0.000    0.000 value.py:46(TypeRef)
       41    0.000    0.000    0.000    0.000 value.py:81(__init__)
       27    0.000    0.000    0.000    0.000 value.py:119(is_global)
       24    0.000    0.000    0.000    0.000 value.py:123(is_function)
       32    0.000    0.000    0.000    0.000 value.py:143(name)
        3    0.000    0.000    0.000    0.000 transforms.py:6(create_pass_manager_builder)
        3    0.000    0.000    0.000    0.000 transforms.py:13(__init__)
        3    0.000    0.000    0.000    0.000 transforms.py:25(opt_level)
        3    0.000    0.000    0.000    0.000 transforms.py:48(inlining_threshold)
        3    0.000    0.000    0.000    0.000 transforms.py:71(loop_vectorize)
        3    0.000    0.000    0.000    0.000 transforms.py:83(slp_vectorize)
        2    0.000    0.000    0.005    0.003 transforms.py:87(_populate_module_pm)
        1    0.000    0.000    0.000    0.000 transforms.py:90(_populate_function_pm)
        3    0.000    0.000    0.005    0.002 transforms.py:93(populate)
        3    0.000    0.000    0.000    0.000 transforms.py:101(_dispose)
        1    0.000    0.000    0.000    0.000 transforms.py:10(PassManagerBuilder)
        4    0.000    0.000    0.003    0.001 transforms.py:1(<module>)
        2    0.000    0.000    0.006    0.003 analysis.py:1(<module>)
       22    0.000    0.000    0.000    0.000 types.py:27(as_pointer)
